Date,WMT,MRK,INTC,MSFT,MMM,AAPL,VZ,JNJ,KO,PG,UNH,PFE,WBA,CAT,MCD,IBM,NKE,DIS,HD,TRV,RTX,AXP,CVX,JPM,XOM,BA
1999-03-23,45.25,83.0,28.640625,41.640625,35.8125,0.29464301466941833,45.86545944213867,45.125,32.9375,46.84375,6.617187976837158,44.03858184814453,28.0,22.5625,42.375,82.6875,7.09375,32.73946762084961,40.29166793823242,32.125,20.453115463256836,35.39494323730469,43.6875,53.04166793823242,36.375,34.125
1999-03-24,44.5,82.375,29.8125,42.8125,35.6875,0.3007810115814209,47.15823745727539,45.34375,32.6875,47.6875,6.570312976837158,43.682796478271484,27.875,22.96875,43.0,84.75,7.046875,32.73946762084961,40.08333206176758,31.625,20.226951599121094,34.17317199707031,42.75,52.91666793823242,35.46875,34.3125
1999-03-25,45.9375,82.5625,29.484375,44.984375,35.4375,0.30189698934555054,46.9896125793457,46.0,32.9375,50.25,6.59375,43.56420135498047,30.0,23.71875,44.1875,85.65625,7.109375,32.9244384765625,42.41666793823242,32.125,20.580947875976562,35.741416931152344,43.46875,54.33333206176758,35.71875,34.625
1999-03-26,45.78125,80.375,29.171875,44.53125,35.15625,0.296875,46.258914947509766,45.65625,32.65625,49.625,6.546875,42.694496154785156,29.875,23.40625,44.375,86.1875,7.101562976837158,32.49284362792969,42.5,32.0625,20.767778396606445,35.2308235168457,43.40625,53.66666793823242,35.78125,34.8125
1999-03-29,47.5,81.75,30.390625,46.1875,35.65625,0.3158479928970337,47.102027893066406,46.96875,32.40625,50.5625,6.46875,44.5920295715332,29.375,23.625,45.5,88.9375,7.070312976837158,32.61615753173828,42.75,32.8125,21.151273727416992,35.978477478027344,44.8125,54.83333206176758,36.5,34.75
1999-03-30,47.5,82.25,30.390625,46.5,35.125,0.3203130066394806,47.32685852050781,46.53125,31.625,50.09375,6.507812976837158,44.96758270263672,28.8125,23.46875,45.0,89.28125,7.164062976837158,32.369529724121094,42.33333206176758,32.125,21.338106155395508,35.449649810791016,44.5,54.625,35.65625,34.0
1999-03-31,46.09375,80.125,29.71875,44.8125,35.375,0.3208709955215454,46.48374557495117,46.75,30.6875,48.96875,6.578125,43.880455017089844,28.25,22.96875,45.3125,88.625,7.210937976837158,30.70481300354004,41.5,31.0625,21.308605194091797,34.355525970458984,44.375,54.25,35.28125,34.0
1999-04-01,46.625,79.9375,30.21875,46.34375,36.375,0.32198700308799744,46.53995132446289,47.0625,30.46875,49.21875,6.59375,44.137413024902344,27.9375,23.46875,45.625,88.5,7.023437976837158,31.074750900268555,41.04166793823242,31.875,21.111940383911133,35.303768157958984,43.40625,52.91666793823242,35.0625,33.9375
1999-04-05,47.6875,78.1875,31.875,47.46875,36.5,0.33091500401496887,46.652366638183594,47.4375,30.25,50.4375,6.648437976837158,45.02688217163086,26.4375,24.53125,46.375,91.96875,7.296875,31.074750900268555,42.04166793823242,32.125,21.397104263305664,36.598480224609375,45.3125,52.5,36.09375,34.3125
1999-04-06,47.84375,78.0625,32.609375,47.03125,35.96875,0.3392859995365143,47.32685852050781,47.125,29.90625,50.3125,6.3125,44.3350715637207,26.5,24.1875,46.0625,91.5,7.375,30.211563110351562,41.5,31.25,21.29877281188965,35.960243225097656,44.78125,52.83333206176758,36.34375,34.375
