Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,18.719999,18.730000,18.680000,18.730000,15.839117,1200
2010-01-05,19.200001,19.219999,19.020000,19.209999,16.245028,4900
2010-01-06,18.660000,18.660000,18.660000,18.660000,15.779917,100
2010-01-07,18.950001,19.719999,18.950001,19.719999,16.676313,4400
2010-01-08,19.730000,20.700001,19.730000,20.680000,17.488144,4100
2010-01-11,20.719999,20.719999,20.180000,20.320000,17.183710,3100
2010-01-12,20.570000,20.719999,20.570000,20.719999,17.521971,300
2010-01-13,21.000000,21.180000,21.000000,21.170000,17.902514,2000
2010-01-14,21.200001,21.299999,20.549999,20.549999,17.378208,800
2010-01-15,21.049999,21.299999,19.559999,20.830000,17.614988,25800
2010-01-19,21.580000,21.590000,20.610001,21.290001,18.003992,1300
2010-01-20,21.680000,21.680000,21.049999,21.230000,17.953253,1400
2010-01-21,20.650000,20.990000,20.150000,20.830000,17.614988,2400
2010-01-22,20.830000,20.830000,20.830000,20.830000,17.614988,0
2010-01-25,21.250000,21.250000,20.040001,20.040001,16.946924,1700
2010-01-26,20.049999,21.389999,20.049999,21.350000,18.054729,4000
2010-01-27,21.000000,21.200001,21.000000,21.200001,17.927885,900
2010-01-28,21.469999,22.150000,19.950001,20.860001,17.640362,20500
2010-01-29,20.879999,20.879999,19.559999,20.049999,16.955385,4100
2010-02-01,20.070000,20.209999,19.629999,19.629999,16.600208,5500
2010-02-02,19.850000,20.690001,19.709999,20.110001,17.006123,3900
2010-02-03,19.820000,19.830000,19.299999,19.299999,16.321142,2800
2010-02-04,19.950001,20.020000,19.129999,19.690001,16.650946,2800
2010-02-05,18.850000,19.309999,18.500000,19.290001,16.312681,600
2010-02-08,19.440001,19.510000,19.110001,19.510000,16.498732,3700
2010-02-09,19.040001,19.040001,18.920000,18.920000,15.999788,1800
2010-02-10,18.920000,18.920000,18.920000,18.920000,15.999788,0
2010-02-11,18.510000,18.510000,17.809999,17.860001,15.103396,1000
2010-02-12,17.840000,17.840000,17.600000,17.600000,14.883529,300
2010-02-16,17.900000,17.930000,16.750000,17.889999,15.128769,5100
2010-02-17,17.650000,17.889999,17.430000,17.740000,15.001921,1400
2010-02-18,17.969999,18.620001,17.780001,17.780001,15.035747,800
2010-02-19,18.480000,18.750000,17.900000,18.430000,15.585422,4900
2010-02-22,18.180000,19.309999,18.180000,19.309999,16.329597,5900
2010-02-23,18.610001,18.889999,18.520000,18.889999,15.974422,800
2010-02-24,18.500000,18.660000,17.850000,18.389999,15.551598,11000
2010-02-25,18.000000,19.670000,17.750000,18.700001,15.813745,14000
2010-02-26,18.400000,18.670000,18.110001,18.450001,15.602334,14000
2010-03-01,17.500000,18.500000,17.500000,18.200001,15.390924,1500
2010-03-02,18.780001,19.000000,18.639999,19.000000,16.067444,4900
2010-03-03,19.000000,19.000000,19.000000,19.000000,16.067444,0
2010-03-04,18.990000,18.990000,18.990000,18.990000,16.058985,100
2010-03-05,19.420000,20.030001,19.420000,20.030001,16.938465,400
2010-03-08,20.299999,20.299999,20.010000,20.010000,16.921555,300
2010-03-09,20.010000,20.010000,20.010000,20.010000,16.921555,0
2010-03-10,21.040001,21.040001,20.350000,20.350000,17.209074,1900
2010-03-11,20.830000,20.830000,20.299999,20.400000,17.251360,1000
2010-03-12,20.500000,21.250000,20.500000,21.049999,17.801037,700
2010-03-15,21.260000,21.260000,19.850000,20.200001,17.082235,700
2010-03-16,19.510000,20.209999,19.510000,20.209999,17.090683,2600
2010-03-17,20.480000,20.480000,20.209999,20.400000,17.251360,1400
2010-03-18,19.150000,20.000000,19.010000,19.110001,16.160465,1300
2010-03-19,18.990000,19.000000,18.120001,18.629999,15.754552,6400
2010-03-22,18.629999,20.920000,18.490000,20.830000,17.614988,16200
2010-03-23,21.059999,21.500000,19.559999,19.930000,16.853901,28500
2010-03-24,19.690001,20.030001,18.770000,20.030001,16.938465,14600
2010-03-25,20.100000,20.980000,20.020000,20.129999,17.023037,2100
2010-03-26,20.500000,21.400000,19.280001,21.200001,17.927885,8600
2010-03-29,21.000000,21.139999,20.500000,21.000000,17.758753,4200
2010-03-30,20.799999,20.900000,20.750000,20.900000,17.674189,1400
2010-03-31,20.400000,20.730000,19.910000,20.320000,17.183710,1400
2010-04-01,19.600000,20.600000,19.600000,20.600000,17.420488,2500
2010-04-05,19.520000,21.080000,19.520000,21.000000,17.758753,2900
2010-04-06,20.940001,21.180000,20.940001,21.180000,17.910973,2300
2010-04-07,20.639999,21.650000,20.639999,21.160000,17.894064,1900
2010-04-08,20.700001,21.400000,20.700001,21.400000,18.097013,1000
2010-04-09,21.750000,22.240000,21.430000,21.430000,18.122389,5500
2010-04-12,21.959999,22.240000,21.209999,21.780001,18.418365,4800
2010-04-13,21.700001,22.139999,21.530001,22.139999,18.722799,1400
2010-04-14,22.389999,22.889999,21.450001,21.910000,18.528296,3100
2010-04-15,21.900000,22.100000,21.700001,22.100000,18.688976,2300
2010-04-16,20.910000,22.040001,20.910000,21.870001,18.494473,500
2010-04-19,22.100000,22.400000,21.299999,21.980000,18.587496,4700
2010-04-20,22.240000,22.240000,22.000000,22.000000,18.604410,400
2010-04-21,22.000000,22.070000,21.660000,21.660000,18.316883,1500
2010-04-22,21.350000,21.860001,21.290001,21.860001,18.486017,1400
2010-04-23,22.299999,22.639999,22.299999,22.580000,19.094887,1800
2010-04-26,22.950001,24.150000,22.750000,24.010000,20.304174,11800
2010-04-27,23.160000,23.230000,23.110001,23.230000,19.644566,1600
2010-04-28,23.200001,23.250000,22.820000,22.940001,19.399326,4800
2010-04-29,23.389999,23.540001,22.700001,23.020000,19.466970,2400
2010-04-30,23.190001,27.450001,23.059999,27.020000,22.849592,12100
2010-05-03,26.930000,27.799999,25.500000,27.320000,23.103298,10000
2010-05-04,27.290001,27.400000,25.959999,26.549999,22.452139,8600
2010-05-05,26.150000,26.190001,23.200001,23.350000,19.746040,6900
2010-05-06,23.400000,23.600000,22.709999,22.770000,19.255560,4800
2010-05-07,21.620001,21.620001,19.590000,20.320000,17.183710,10400
2010-05-10,20.680000,23.100000,20.240000,22.639999,19.145628,16600
2010-05-11,21.750000,22.350000,20.799999,22.000000,18.604410,3800
2010-05-12,22.360001,22.620001,21.850000,22.309999,18.866558,2300
2010-05-13,22.299999,22.299999,22.200001,22.200001,18.773539,400
2010-05-14,22.030001,22.639999,21.860001,22.070000,18.663603,1400
2010-05-17,21.600000,22.530001,21.500000,22.520000,19.044146,5600
2010-05-18,23.059999,23.600000,22.530001,22.719999,19.213282,1400
2010-05-19,23.000000,24.010000,23.000000,23.059999,19.500803,2200
2010-05-20,22.610001,23.000000,22.059999,22.350000,18.900387,2700
2010-05-21,21.709999,22.190001,21.030001,21.600000,18.266150,2000
2010-05-24,21.650000,23.370001,21.610001,22.200001,18.773539,3800
2010-05-25,21.010000,21.200001,20.940001,21.200001,17.927885,2700
2010-05-26,22.139999,22.360001,21.360001,22.330000,18.883474,2700
2010-05-27,23.049999,23.190001,22.139999,22.190001,18.765081,2900
2010-05-28,22.700001,22.700001,21.100000,22.049999,18.646694,1900
2010-06-01,21.490000,22.080000,21.160000,21.510000,18.190035,2400
2010-06-02,22.260000,22.260000,21.650000,22.250000,18.815826,2600
2010-06-03,22.580000,23.459999,22.270000,22.469999,19.001867,18900
2010-06-04,22.049999,23.540001,21.760000,21.940001,18.553671,1700
2010-06-07,21.760000,22.219999,21.750000,21.820000,18.452185,1600
2010-06-08,21.980000,22.000000,21.090000,21.459999,18.147753,4300
2010-06-09,20.469999,21.530001,20.240000,20.900000,17.674189,2300
2010-06-10,21.959999,21.959999,21.150000,21.510000,18.190035,1500
2010-06-11,21.309999,21.590000,21.309999,21.590000,18.257690,300
2010-06-14,22.000000,23.750000,22.000000,23.740000,20.075853,1100
2010-06-15,22.190001,23.639999,22.030001,22.889999,19.357038,11100
2010-06-16,23.010000,23.010000,21.930000,21.930000,18.545216,3300
2010-06-17,22.510000,22.510000,21.090000,21.459999,18.147753,47400
2010-06-18,21.549999,22.000000,21.549999,21.719999,18.367626,3000
2010-06-21,22.660000,23.230000,22.480000,22.990000,19.441605,1800
2010-06-22,23.209999,23.209999,22.010000,22.120001,18.705887,1500
2010-06-23,22.000000,23.200001,22.000000,22.200001,18.773539,600
2010-06-24,22.000000,22.219999,21.549999,21.600000,18.266150,1300
2010-06-25,22.670000,22.670000,22.010000,22.010000,18.612864,200
2010-06-28,22.730000,22.730000,22.280001,22.290001,18.849648,1400
2010-06-29,21.650000,22.650000,21.650000,21.650000,18.308430,1300
2010-06-30,21.650000,22.100000,21.650000,22.100000,18.688976,1700
2010-07-01,22.000000,22.000000,20.900000,21.030001,17.784124,3400
2010-07-02,21.000000,21.850000,21.000000,21.490000,18.173120,12500
2010-07-06,22.000000,22.000000,21.370001,21.469999,18.156210,2900
2010-07-07,21.100000,21.100000,21.000000,21.010000,17.767208,1600
2010-07-08,21.690001,21.690001,21.010000,21.330000,18.037819,1400
2010-07-09,21.150000,21.150000,20.350000,20.879999,17.657276,5000
2010-07-12,21.650000,21.650000,19.500000,20.400000,17.251360,1500
2010-07-13,20.059999,20.180000,19.480000,19.750000,16.701681,3500
2010-07-14,19.750000,19.750000,19.750000,19.750000,16.701681,0
2010-07-15,19.780001,19.910000,19.780001,19.910000,16.836985,300
2010-07-16,19.750000,19.850000,19.750000,19.850000,16.786253,500
2010-07-19,19.760000,20.100000,19.750000,20.010000,16.921555,1800
2010-07-20,20.000000,20.059999,19.700001,19.900000,16.828531,1800
2010-07-21,19.670000,19.670000,19.670000,19.670000,16.634031,100
2010-07-22,19.660000,20.020000,19.660000,20.020000,16.930012,2200
2010-07-23,20.030001,20.030001,20.030001,20.030001,16.938465,100
2010-07-26,21.730000,21.730000,20.420000,20.840000,17.623449,1500
2010-07-27,20.830000,21.020000,20.830000,21.000000,17.758753,500
2010-07-28,21.000000,21.299999,21.000000,21.080000,17.826401,900
2010-07-29,21.010000,21.120001,20.910000,21.120001,17.860231,4100
2010-07-30,21.600000,21.600000,20.830000,20.830000,17.614988,700
2010-08-02,20.610001,20.620001,20.000000,20.020000,16.930012,8600
2010-08-03,18.930000,19.820000,18.930000,19.510000,16.498732,4700
2010-08-04,19.360001,19.930000,19.350000,19.889999,16.820070,7300
2010-08-05,19.850000,20.250000,19.340000,20.250000,17.124508,3500
2010-08-06,20.049999,20.290001,19.959999,20.290001,17.158342,7000
2010-08-09,20.350000,20.389999,20.350000,20.370001,17.225990,600
2010-08-10,20.510000,20.530001,20.330000,20.330000,17.192167,800
2010-08-11,19.740000,19.740000,19.740000,19.740000,16.693224,100
2010-08-12,19.740000,19.740000,19.740000,19.740000,16.693224,0
2010-08-13,19.930000,20.330000,19.889999,19.889999,16.820070,1800
2010-08-16,19.200001,20.000000,17.940001,19.530001,16.515638,13500
2010-08-17,19.530001,19.530001,19.530001,19.530001,16.515638,0
2010-08-18,19.620001,19.620001,19.299999,19.320000,16.338057,2800
2010-08-19,19.330000,20.450001,19.330000,19.910000,16.836985,2200
2010-08-20,19.900000,20.200001,19.900000,20.200001,17.082235,4500
2010-08-23,20.110001,20.110001,20.110001,20.110001,17.006123,200
2010-08-24,20.480000,20.480000,19.750000,19.870001,16.803165,600
2010-08-25,20.879999,20.879999,20.010000,20.610001,17.428949,3400
2010-08-26,20.559999,20.559999,20.309999,20.309999,17.175249,200
2010-08-27,20.340000,20.900000,20.340000,20.900000,17.674189,1000
2010-08-30,20.920000,20.950001,20.559999,20.559999,17.386662,500
2010-08-31,20.160000,20.160000,20.110001,20.110001,17.006123,800
2010-09-01,20.500000,20.980000,20.400000,20.840000,17.623449,4200
2010-09-02,20.809999,20.900000,20.760000,20.760000,17.555796,2700
2010-09-03,20.820000,20.889999,20.049999,20.889999,17.665731,2600
2010-09-07,20.719999,21.760000,20.510000,21.760000,18.401451,3900
2010-09-08,21.870001,21.870001,20.360001,21.480000,18.164669,5200
2010-09-09,22.000000,22.000000,20.590000,21.360001,18.063190,4000
2010-09-10,22.000000,22.000000,20.660000,21.430000,18.122389,14400
2010-09-13,21.080000,21.670000,20.650000,21.100000,17.843321,8400
2010-09-14,21.520000,21.980000,21.250000,21.980000,18.587496,3000
2010-09-15,20.740000,21.379999,20.740000,21.120001,17.860231,6700
2010-09-16,21.900000,22.469999,21.610001,22.469999,19.001867,3800
2010-09-17,21.770000,23.280001,21.730000,23.280001,19.686848,2800
2010-09-20,22.530001,24.559999,22.360001,22.920000,19.382410,27600
2010-09-21,22.900000,24.420000,22.350000,23.240000,19.653019,27000
2010-09-22,23.469999,24.190001,22.770000,23.400000,19.788326,26900
2010-09-23,23.150000,23.299999,22.850000,22.969999,19.424694,2000
2010-09-24,23.139999,24.000000,23.139999,24.000000,20.295717,2600
2010-09-27,24.990000,25.000000,24.610001,24.629999,20.828482,15300
2010-09-28,24.670000,25.139999,24.639999,24.639999,20.836937,3100
2010-09-29,24.930000,26.000000,24.459999,24.459999,20.684721,19100
2010-09-30,24.590000,25.049999,24.590000,24.959999,21.107546,500
2010-10-01,25.549999,26.170000,24.549999,26.170000,22.130789,5700
2010-10-04,26.230000,27.650000,26.230000,27.150000,22.959532,25200
2010-10-05,27.209999,32.040001,26.860001,32.040001,27.094780,67200
2010-10-06,30.950001,31.520000,30.360001,30.750000,27.015707,17200
2010-10-07,30.370001,30.500000,29.549999,30.120001,26.462217,8600
2010-10-08,30.000000,30.520000,30.000000,30.400000,26.708214,2000
2010-10-11,30.680000,30.680000,29.219999,29.990000,26.348005,1200
2010-10-12,29.219999,29.500000,28.500000,29.100000,25.566086,12300
2010-10-13,28.410000,28.620001,28.080000,28.299999,24.863241,6400
2010-10-14,28.299999,28.299999,27.809999,27.820000,24.441534,2700
2010-10-15,27.750000,28.299999,27.719999,28.299999,24.863241,5300
2010-10-18,28.190001,28.719999,27.660000,27.700001,24.336103,4100
2010-10-19,28.469999,28.469999,27.590000,27.700001,24.336103,1000
2010-10-20,27.610001,27.990000,27.299999,27.959999,24.564533,2500
2010-10-21,27.500000,28.000000,27.309999,27.320000,24.002258,3100
2010-10-22,28.049999,29.110001,27.740000,28.379999,24.933523,5100
2010-10-25,28.990000,29.020000,27.860001,27.959999,24.564533,15800
2010-10-26,27.930000,28.969999,27.889999,28.400000,24.951096,2400
2010-10-27,28.549999,30.049999,28.549999,29.969999,26.330435,5300
2010-10-28,29.990000,29.990000,29.490000,29.740000,26.128363,1200
